"id","date_bird","state1","state2","state3","state4","total","state1p","state2p","state3p","state4p"
"River","2023-07-08",0,38,28,7,73,0,0.520547945205479,0.383561643835616,0.0958904109589041
"Robin","2023-07-08",0,73,11,6,90,0,0.811111111111111,0.122222222222222,0.0666666666666667
"Rocky","2023-07-08",51,101,9,1,162,0.314814814814815,0.623456790123457,0.0555555555555556,0.00617283950617284
"Rory","2023-07-08",48,70,0,2,120,0.4,0.583333333333333,0,0.0166666666666667
"Rowan","2023-07-08",0,77,17,2,96,0,0.802083333333333,0.177083333333333,0.0208333333333333
"Sofi","2023-07-08",12,58,14,3,87,0.137931034482759,0.666666666666667,0.160919540229885,0.0344827586206897
"Sparkles","2023-07-08",11,86,12,1,110,0.1,0.781818181818182,0.109090909090909,0.00909090909090909
"Timber","2023-07-08",0,50,16,5,71,0,0.704225352112676,0.225352112676056,0.0704225352112676
"Valentine","2023-07-08",0,35,20,0,55,0,0.636363636363636,0.363636363636364,0
"Zeus","2023-07-08",0,40,11,8,59,0,0.677966101694915,0.186440677966102,0.135593220338983
"Athena","2023-07-09",0,72,0,5,77,0,0.935064935064935,0,0.0649350649350649
"Aurora","2023-07-09",19,15,4,13,51,0.372549019607843,0.294117647058824,0.0784313725490196,0.254901960784314
"Avery","2023-07-09",18,36,6,11,71,0.253521126760563,0.507042253521127,0.0845070422535211,0.154929577464789
"Daisy","2023-07-09",0,101,0,0,101,0,1,0,0
"Dawn","2023-07-09",0,37,32,29,98,0,0.377551020408163,0.326530612244898,0.295918367346939
"Fauna","2023-07-09",30,19,12,7,68,0.441176470588235,0.279411764705882,0.176470588235294,0.102941176470588
"Freckle","2023-07-09",0,27,25,5,57,0,0.473684210526316,0.43859649122807,0.087719298245614
"Iona","2023-07-09",5,42,26,9,82,0.0609756097560976,0.51219512195122,0.317073170731707,0.109756097560976
"Jessie","2023-07-09",76,64,23,0,163,0.466257668711656,0.392638036809816,0.141104294478528,0
"Juniper","2023-07-09",0,59,8,12,79,0,0.746835443037975,0.10126582278481,0.151898734177215
"Kit","2023-07-09",0,49,13,2,64,0,0.765625,0.203125,0.03125
"Koda","2023-07-09",0,50,0,10,60,0,0.833333333333333,0,0.166666666666667
"Loki","2023-07-09",0,38,0,13,51,0,0.745098039215686,0,0.254901960784314
"Maeve","2023-07-09",0,114,2,5,121,0,0.942148760330578,0.0165289256198347,0.0413223140495868
"Marmalade","2023-07-09",0,0,0,7,7,0,0,0,1
"Nutmeg","2023-07-09",32,76,4,11,123,0.260162601626016,0.617886178861789,0.032520325203252,0.0894308943089431
"Riley","2023-07-09",21,55,5,7,88,0.238636363636364,0.625,0.0568181818181818,0.0795454545454545
"River","2023-07-09",0,85,27,6,118,0,0.720338983050847,0.228813559322034,0.0508474576271186
"Robin","2023-07-09",12,80,21,1,114,0.105263157894737,0.701754385964912,0.184210526315789,0.0087719298245614
"Rocky","2023-07-09",16,46,15,1,78,0.205128205128205,0.58974358974359,0.192307692307692,0.0128205128205128
"Rory","2023-07-09",0,55,0,3,58,0,0.948275862068966,0,0.0517241379310345
"Rowan","2023-07-09",35,120,2,1,158,0.221518987341772,0.759493670886076,0.0126582278481013,0.00632911392405063
"Sofi","2023-07-09",0,59,12,2,73,0,0.808219178082192,0.164383561643836,0.0273972602739726
"Sparkles","2023-07-09",0,30,9,7,46,0,0.652173913043478,0.195652173913043,0.152173913043478
"Timber","2023-07-09",0,57,12,6,75,0,0.76,0.16,0.08
"Valentine","2023-07-09",36,20,6,7,69,0.521739130434783,0.289855072463768,0.0869565217391304,0.101449275362319
"Zeus","2023-07-09",0,49,24,5,78,0,0.628205128205128,0.307692307692308,0.0641025641025641
"Athena","2023-07-10",37,25,0,10,72,0.513888888888889,0.347222222222222,0,0.138888888888889
"Aurora","2023-07-10",23,5,0,11,39,0.58974358974359,0.128205128205128,0,0.282051282051282
"Avery","2023-07-10",0,69,11,4,84,0,0.821428571428571,0.130952380952381,0.0476190476190476
"Daisy","2023-07-10",24,27,7,0,58,0.413793103448276,0.46551724137931,0.120689655172414,0
"Dawn","2023-07-10",0,63,15,9,87,0,0.724137931034483,0.172413793103448,0.103448275862069
"Fauna","2023-07-10",12,54,5,6,77,0.155844155844156,0.701298701298701,0.0649350649350649,0.0779220779220779
"Freckle","2023-07-10",0,85,0,8,93,0,0.913978494623656,0,0.0860215053763441
"Iona","2023-07-10",0,52,4,14,70,0,0.742857142857143,0.0571428571428571,0.2
"Jessie","2023-07-10",52,84,11,1,148,0.351351351351351,0.567567567567568,0.0743243243243243,0.00675675675675676
"Juniper","2023-07-10",0,72,0,2,74,0,0.972972972972973,0,0.027027027027027
"Kit","2023-07-10",0,71,25,8,104,0,0.682692307692308,0.240384615384615,0.0769230769230769
"Koda","2023-07-10",0,43,6,10,59,0,0.728813559322034,0.101694915254237,0.169491525423729
"Loki","2023-07-10",27,58,8,2,95,0.284210526315789,0.610526315789474,0.0842105263157895,0.0210526315789474
"Maeve","2023-07-10",0,86,4,7,97,0,0.88659793814433,0.0412371134020619,0.0721649484536082
"Marmalade","2023-07-10",0,0,0,7,7,0,0,0,1
"Nutmeg","2023-07-10",0,87,3,18,108,0,0.805555555555556,0.0277777777777778,0.166666666666667
"Riley","2023-07-10",0,45,0,3,48,0,0.9375,0,0.0625
"River","2023-07-10",0,90,46,2,138,0,0.652173913043478,0.333333333333333,0.0144927536231884
"Robin","2023-07-10",0,78,12,12,102,0,0.764705882352941,0.117647058823529,0.117647058823529
"Rocky","2023-07-10",0,130,4,4,138,0,0.942028985507246,0.0289855072463768,0.0289855072463768
"Rory","2023-07-10",28,41,3,0,72,0.388888888888889,0.569444444444444,0.0416666666666667,0
"Rowan","2023-07-10",51,78,10,1,140,0.364285714285714,0.557142857142857,0.0714285714285714,0.00714285714285714
"Sofi","2023-07-10",18,44,3,3,68,0.264705882352941,0.647058823529412,0.0441176470588235,0.0441176470588235
"Sparkles","2023-07-10",0,41,6,6,53,0,0.773584905660377,0.113207547169811,0.113207547169811
"Timber","2023-07-10",0,53,17,7,77,0,0.688311688311688,0.220779220779221,0.0909090909090909
"Valentine","2023-07-10",0,68,1,12,81,0,0.839506172839506,0.0123456790123457,0.148148148148148
"Zeus","2023-07-10",0,87,27,7,121,0,0.71900826446281,0.223140495867769,0.0578512396694215
"Athena","2023-07-11",13,83,5,3,104,0.125,0.798076923076923,0.0480769230769231,0.0288461538461538
"Aurora","2023-07-11",0,65,10,4,79,0,0.822784810126582,0.126582278481013,0.0506329113924051
"Avery","2023-07-11",0,66,1,0,67,0,0.985074626865672,0.0149253731343284,0
"Daisy","2023-07-11",21,74,0,0,95,0.221052631578947,0.778947368421053,0,0
"Dawn","2023-07-11",53,26,1,3,83,0.63855421686747,0.313253012048193,0.0120481927710843,0.036144578313253
"Fauna","2023-07-11",0,80,9,3,92,0,0.869565217391304,0.0978260869565217,0.0326086956521739
"Freckle","2023-07-11",0,103,7,8,118,0,0.872881355932203,0.0593220338983051,0.0677966101694915
"Iona","2023-07-11",0,59,0,6,65,0,0.907692307692308,0,0.0923076923076923
"Jessie","2023-07-11",74,52,11,1,138,0.536231884057971,0.376811594202899,0.0797101449275362,0.0072463768115942
"Juniper","2023-07-11",12,63,9,2,86,0.13953488372093,0.732558139534884,0.104651162790698,0.0232558139534884
"Kit","2023-07-11",16,46,0,9,71,0.225352112676056,0.647887323943662,0,0.126760563380282
"Koda","2023-07-11",0,43,11,4,58,0,0.741379310344828,0.189655172413793,0.0689655172413793
"Loki","2023-07-11",0,90,15,3,108,0,0.833333333333333,0.138888888888889,0.0277777777777778
"Maeve","2023-07-11",0,111,5,3,119,0,0.932773109243697,0.0420168067226891,0.0252100840336134
"Marmalade","2023-07-11",0,0,0,9,9,0,0,0,1
"Nutmeg","2023-07-11",32,75,0,6,113,0.283185840707965,0.663716814159292,0,0.0530973451327434
"Riley","2023-07-11",34,51,7,7,99,0.343434343434343,0.515151515151515,0.0707070707070707,0.0707070707070707
"River","2023-07-11",0,33,13,9,55,0,0.6,0.236363636363636,0.163636363636364
"Robin","2023-07-11",45,73,14,4,136,0.330882352941176,0.536764705882353,0.102941176470588,0.0294117647058824
"Rocky","2023-07-11",29,81,0,1,111,0.261261261261261,0.72972972972973,0,0.00900900900900901
"Rory","2023-07-11",0,104,0,0,104,0,1,0,0
"Rowan","2023-07-11",81,62,0,1,144,0.5625,0.430555555555556,0,0.00694444444444444
"Sofi","2023-07-11",0,47,12,0,59,0,0.796610169491525,0.203389830508475,0
"Sparkles","2023-07-11",33,73,6,2,114,0.289473684210526,0.640350877192982,0.0526315789473684,0.0175438596491228
"Timber","2023-07-11",0,36,18,10,64,0,0.5625,0.28125,0.15625
"Valentine","2023-07-11",0,60,7,7,74,0,0.810810810810811,0.0945945945945946,0.0945945945945946
"Zeus","2023-07-11",0,113,8,1,122,0,0.926229508196721,0.0655737704918033,0.00819672131147541
"Athena","2023-07-12",31,81,10,4,126,0.246031746031746,0.642857142857143,0.0793650793650794,0.0317460317460317
"Aurora","2023-07-12",0,61,12,12,85,0,0.717647058823529,0.141176470588235,0.141176470588235
"Avery","2023-07-12",0,81,3,0,84,0,0.964285714285714,0.0357142857142857,0
"Daisy","2023-07-12",36,74,0,0,110,0.327272727272727,0.672727272727273,0,0
"Dawn","2023-07-12",6,53,7,7,73,0.0821917808219178,0.726027397260274,0.0958904109589041,0.0958904109589041
"Fauna","2023-07-12",0,83,6,1,90,0,0.922222222222222,0.0666666666666667,0.0111111111111111
"Freckle","2023-07-12",30,54,3,3,90,0.333333333333333,0.6,0.0333333333333333,0.0333333333333333
"Iona","2023-07-12",0,39,9,6,54,0,0.722222222222222,0.166666666666667,0.111111111111111
"Jessie","2023-07-12",125,16,14,0,155,0.806451612903226,0.103225806451613,0.0903225806451613,0
"Juniper","2023-07-12",0,59,4,8,71,0,0.830985915492958,0.0563380281690141,0.112676056338028
"Kit","2023-07-12",64,69,10,3,146,0.438356164383562,0.472602739726027,0.0684931506849315,0.0205479452054795
"Koda","2023-07-12",33,60,18,2,113,0.292035398230089,0.530973451327434,0.15929203539823,0.0176991150442478
"Loki","2023-07-12",0,107,5,2,114,0,0.93859649122807,0.043859649122807,0.0175438596491228
"Maeve","2023-07-12",0,81,9,0,90,0,0.9,0.1,0
"Marmalade","2023-07-12",0,0,0,8,8,0,0,0,1
"Nutmeg","2023-07-12",0,59,0,18,77,0,0.766233766233766,0,0.233766233766234
"Riley","2023-07-12",43,33,15,3,94,0.457446808510638,0.351063829787234,0.159574468085106,0.0319148936170213
"River","2023-07-12",5,66,2,4,77,0.0649350649350649,0.857142857142857,0.025974025974026,0.051948051948052
"Robin","2023-07-12",0,69,11,10,90,0,0.766666666666667,0.122222222222222,0.111111111111111
"Rocky","2023-07-12",18,42,12,1,73,0.246575342465753,0.575342465753425,0.164383561643836,0.0136986301369863
"Rory","2023-07-12",40,91,0,1,132,0.303030303030303,0.689393939393939,0,0.00757575757575758
"Rowan","2023-07-12",89,50,4,0,143,0.622377622377622,0.34965034965035,0.027972027972028,0
"Sofi","2023-07-12",43,45,4,2,94,0.457446808510638,0.478723404255319,0.0425531914893617,0.0212765957446809
"Sparkles","2023-07-12",56,59,0,8,123,0.455284552845528,0.479674796747967,0,0.0650406504065041
"Timber","2023-07-12",0,26,5,10,41,0,0.634146341463415,0.121951219512195,0.24390243902439
"Valentine","2023-07-12",0,57,4,4,65,0,0.876923076923077,0.0615384615384615,0.0615384615384615
"Zeus","2023-07-12",0,74,10,2,86,0,0.86046511627907,0.116279069767442,0.0232558139534884
"Athena","2023-07-13",0,74,7,1,82,0,0.902439024390244,0.0853658536585366,0.0121951219512195
"Aurora","2023-07-13",0,57,17,2,76,0,0.75,0.223684210526316,0.0263157894736842
"Avery","2023-07-13",0,51,0,0,51,0,1,0,0
"Daisy","2023-07-13",0,83,5,2,90,0,0.922222222222222,0.0555555555555556,0.0222222222222222
"Dawn","2023-07-13",9,74,29,5,117,0.0769230769230769,0.632478632478632,0.247863247863248,0.0427350427350427
"Fauna","2023-07-13",0,99,6,1,106,0,0.933962264150943,0.0566037735849057,0.00943396226415094
"Freckle","2023-07-13",0,46,0,10,56,0,0.821428571428571,0,0.178571428571429
"Iona","2023-07-13",0,27,27,2,56,0,0.482142857142857,0.482142857142857,0.0357142857142857
"Jessie","2023-07-13",46,72,8,3,129,0.356589147286822,0.558139534883721,0.062015503875969,0.0232558139534884
"Juniper","2023-07-13",0,72,17,2,91,0,0.791208791208791,0.186813186813187,0.021978021978022
"Kit","2023-07-13",114,103,9,1,227,0.502202643171806,0.45374449339207,0.039647577092511,0.00440528634361234
"Koda","2023-07-13",0,84,7,5,96,0,0.875,0.0729166666666667,0.0520833333333333
"Loki","2023-07-13",0,98,0,6,104,0,0.942307692307692,0,0.0576923076923077
"Maeve","2023-07-13",15,86,4,0,105,0.142857142857143,0.819047619047619,0.0380952380952381,0
"Marmalade","2023-07-13",0,0,0,12,12,0,0,0,1
"Nutmeg","2023-07-13",26,69,15,3,113,0.230088495575221,0.610619469026549,0.132743362831858,0.0265486725663717
"Riley","2023-07-13",11,38,10,4,63,0.174603174603175,0.603174603174603,0.158730158730159,0.0634920634920635
"River","2023-07-13",98,22,0,12,132,0.742424242424242,0.166666666666667,0,0.0909090909090909
"Robin","2023-07-13",0,82,18,1,101,0,0.811881188118812,0.178217821782178,0.0099009900990099
"Rocky","2023-07-13",39,71,10,0,120,0.325,0.591666666666667,0.0833333333333333,0
"Rory","2023-07-13",44,59,4,1,108,0.407407407407407,0.546296296296296,0.037037037037037,0.00925925925925926
"Rowan","2023-07-13",15,96,26,4,141,0.106382978723404,0.680851063829787,0.184397163120567,0.0283687943262411
"Sofi","2023-07-13",0,78,8,2,88,0,0.886363636363636,0.0909090909090909,0.0227272727272727
"Sparkles","2023-07-13",61,64,18,0,143,0.426573426573427,0.447552447552448,0.125874125874126,0
"Timber","2023-07-13",0,96,11,4,111,0,0.864864864864865,0.0990990990990991,0.036036036036036
"Valentine","2023-07-13",0,47,5,11,63,0,0.746031746031746,0.0793650793650794,0.174603174603175
"Zeus","2023-07-13",0,57,36,1,94,0,0.606382978723404,0.382978723404255,0.0106382978723404
"Athena","2023-07-14",0,54,3,5,62,0,0.870967741935484,0.0483870967741935,0.0806451612903226
"Aurora","2023-07-14",48,41,13,11,113,0.424778761061947,0.36283185840708,0.115044247787611,0.0973451327433628
"Avery","2023-07-14",0,45,0,0,45,0,1,0,0
"Daisy","2023-07-14",0,34,24,6,64,0,0.53125,0.375,0.09375
"Dawn","2023-07-14",135,4,0,5,144,0.9375,0.0277777777777778,0,0.0347222222222222
"Fauna","2023-07-14",0,44,14,4,62,0,0.709677419354839,0.225806451612903,0.0645161290322581
"Freckle","2023-07-14",0,32,23,3,58,0,0.551724137931034,0.396551724137931,0.0517241379310345
"Iona","2023-07-14",0,17,18,6,41,0,0.414634146341463,0.439024390243902,0.146341463414634
"Jessie","2023-07-14",18,71,6,1,96,0.1875,0.739583333333333,0.0625,0.0104166666666667
"Juniper","2023-07-14",10,99,12,3,124,0.0806451612903226,0.798387096774194,0.0967741935483871,0.0241935483870968
"Kit","2023-07-14",0,54,12,12,78,0,0.692307692307692,0.153846153846154,0.153846153846154
"Koda","2023-07-14",0,39,15,5,59,0,0.661016949152542,0.254237288135593,0.0847457627118644
"Loki","2023-07-14",0,48,0,7,55,0,0.872727272727273,0,0.127272727272727
"Maeve","2023-07-14",0,111,5,0,116,0,0.956896551724138,0.0431034482758621,0
"Marmalade","2023-07-14",0,0,0,8,8,0,0,0,1
"Nutmeg","2023-07-14",0,23,0,16,39,0,0.58974358974359,0,0.41025641025641
"Riley","2023-07-14",0,50,10,19,79,0,0.632911392405063,0.126582278481013,0.240506329113924
"River","2023-07-14",35,37,3,4,79,0.443037974683544,0.468354430379747,0.0379746835443038,0.0506329113924051
"Robin","2023-07-14",36,36,0,15,87,0.413793103448276,0.413793103448276,0,0.172413793103448
"Rocky","2023-07-14",0,151,19,0,170,0,0.888235294117647,0.111764705882353,0
"Rory","2023-07-14",0,56,0,1,57,0,0.982456140350877,0,0.0175438596491228
"Rowan","2023-07-14",0,69,33,0,102,0,0.676470588235294,0.323529411764706,0
"Sofi","2023-07-14",0,38,19,3,60,0,0.633333333333333,0.316666666666667,0.05
"Sparkles","2023-07-14",14,50,20,0,84,0.166666666666667,0.595238095238095,0.238095238095238,0
"Timber","2023-07-14",0,54,8,6,68,0,0.794117647058823,0.117647058823529,0.0882352941176471
"Valentine","2023-07-14",0,17,0,10,27,0,0.62962962962963,0,0.37037037037037
"Zeus","2023-07-14",0,71,37,4,112,0,0.633928571428571,0.330357142857143,0.0357142857142857
"Athena","2023-07-15",48,47,24,8,127,0.377952755905512,0.37007874015748,0.188976377952756,0.062992125984252
"Aurora","2023-07-15",10,20,0,5,35,0.285714285714286,0.571428571428571,0,0.142857142857143
"Avery","2023-07-15",0,29,0,0,29,0,1,0,0
"Daisy","2023-07-15",0,27,6,2,35,0,0.771428571428571,0.171428571428571,0.0571428571428571
"Dawn","2023-07-15",81,33,0,0,114,0.710526315789474,0.289473684210526,0,0
"Fauna","2023-07-15",27,14,9,0,50,0.54,0.28,0.18,0
"Freckle","2023-07-15",0,27,23,1,51,0,0.529411764705882,0.450980392156863,0.0196078431372549
"Iona","2023-07-15",0,7,0,2,9,0,0.777777777777778,0,0.222222222222222
"Jessie","2023-07-15",21,16,3,12,52,0.403846153846154,0.307692307692308,0.0576923076923077,0.230769230769231
"Juniper","2023-07-15",41,53,0,3,97,0.422680412371134,0.54639175257732,0,0.0309278350515464
"Kit","2023-07-15",50,39,10,5,104,0.480769230769231,0.375,0.0961538461538462,0.0480769230769231
"Koda","2023-07-15",0,20,3,5,28,0,0.714285714285714,0.107142857142857,0.178571428571429
"Loki","2023-07-15",0,25,0,4,29,0,0.862068965517241,0,0.137931034482759
"Maeve","2023-07-15",0,74,4,3,81,0,0.91358024691358,0.0493827160493827,0.037037037037037
"Marmalade","2023-07-15",0,7,0,4,11,0,0.636363636363636,0,0.363636363636364
"Nutmeg","2023-07-15",15,22,5,9,51,0.294117647058824,0.431372549019608,0.0980392156862745,0.176470588235294
"Riley","2023-07-15",0,30,0,11,41,0,0.731707317073171,0,0.268292682926829
"River","2023-07-15",4,65,0,8,77,0.051948051948052,0.844155844155844,0,0.103896103896104
"Robin","2023-07-15",17,79,6,8,110,0.154545454545455,0.718181818181818,0.0545454545454545,0.0727272727272727
"Rocky","2023-07-15",18,35,3,4,60,0.3,0.583333333333333,0.05,0.0666666666666667
"Rory","2023-07-15",22,24,0,1,47,0.468085106382979,0.51063829787234,0,0.0212765957446809
"Rowan","2023-07-15",52,1,5,4,62,0.838709677419355,0.0161290322580645,0.0806451612903226,0.0645161290322581
"Sofi","2023-07-15",0,7,0,3,10,0,0.7,0,0.3
"Sparkles","2023-07-15",24,46,0,2,72,0.333333333333333,0.638888888888889,0,0.0277777777777778
"Timber","2023-07-15",0,35,0,10,45,0,0.777777777777778,0,0.222222222222222
"Valentine","2023-07-15",0,6,0,6,12,0,0.5,0,0.5
"Zeus","2023-07-15",0,41,9,1,51,0,0.803921568627451,0.176470588235294,0.0196078431372549
"Athena","2023-07-16",7,71,8,12,98,0.0714285714285714,0.724489795918367,0.0816326530612245,0.122448979591837
"Aurora","2023-07-16",0,37,2,7,46,0,0.804347826086957,0.0434782608695652,0.152173913043478
"Avery","2023-07-16",0,37,0,0,37,0,1,0,0
"Daisy","2023-07-16",0,22,22,0,44,0,0.5,0.5,0
"Dawn","2023-07-16",85,16,5,3,109,0.779816513761468,0.146788990825688,0.0458715596330275,0.0275229357798165
"Fauna","2023-07-16",7,24,2,5,38,0.184210526315789,0.631578947368421,0.0526315789473684,0.131578947368421
"Freckle","2023-07-16",0,33,0,4,37,0,0.891891891891892,0,0.108108108108108
"Iona","2023-07-16",0,0,0,10,10,0,0,0,1
"Jessie","2023-07-16",63,45,0,5,113,0.557522123893805,0.398230088495575,0,0.0442477876106195
"Juniper","2023-07-16",0,34,0,5,39,0,0.871794871794872,0,0.128205128205128
"Kit","2023-07-16",0,60,22,2,84,0,0.714285714285714,0.261904761904762,0.0238095238095238
"Koda","2023-07-16",0,34,5,4,43,0,0.790697674418605,0.116279069767442,0.0930232558139535
"Loki","2023-07-16",15,23,3,9,50,0.3,0.46,0.06,0.18
"Maeve","2023-07-16",8,69,6,3,86,0.0930232558139535,0.802325581395349,0.0697674418604651,0.0348837209302326
"Marmalade","2023-07-16",0,0,0,5,5,0,0,0,1
"Nutmeg","2023-07-16",6,22,3,6,37,0.162162162162162,0.594594594594595,0.0810810810810811,0.162162162162162
"Riley","2023-07-16",0,38,6,11,55,0,0.690909090909091,0.109090909090909,0.2
"River","2023-07-16",0,20,4,23,47,0,0.425531914893617,0.0851063829787234,0.48936170212766
"Robin","2023-07-16",13,24,15,12,64,0.203125,0.375,0.234375,0.1875
"Rocky","2023-07-16",14,54,15,4,87,0.160919540229885,0.620689655172414,0.172413793103448,0.0459770114942529
"Rory","2023-07-16",22,22,0,3,47,0.468085106382979,0.468085106382979,0,0.0638297872340425
"Rowan","2023-07-16",0,57,0,8,65,0,0.876923076923077,0,0.123076923076923
"Sofi","2023-07-16",0,2,1,0,3,0,0.666666666666667,0.333333333333333,0
"Sparkles","2023-07-16",0,25,0,4,29,0,0.862068965517241,0,0.137931034482759
"Timber","2023-07-16",0,37,4,6,47,0,0.787234042553192,0.0851063829787234,0.127659574468085
"Valentine","2023-07-16",0,9,0,3,12,0,0.75,0,0.25
"Zeus","2023-07-16",8,14,32,3,57,0.140350877192982,0.245614035087719,0.56140350877193,0.0526315789473684
"Athena","2023-07-17",63,37,1,4,105,0.6,0.352380952380952,0.00952380952380952,0.0380952380952381
"Aurora","2023-07-17",22,20,13,11,66,0.333333333333333,0.303030303030303,0.196969696969697,0.166666666666667
"Avery","2023-07-17",30,90,0,1,121,0.247933884297521,0.743801652892562,0,0.00826446280991736
"Daisy","2023-07-17",12,55,0,11,78,0.153846153846154,0.705128205128205,0,0.141025641025641
"Fauna","2023-07-17",32,47,3,8,90,0.355555555555556,0.522222222222222,0.0333333333333333,0.0888888888888889
"Freckle","2023-07-17",0,32,0,8,40,0,0.8,0,0.2
"Iona","2023-07-17",17,17,0,12,46,0.369565217391304,0.369565217391304,0,0.260869565217391
"Jessie","2023-07-17",83,23,0,3,109,0.761467889908257,0.211009174311927,0,0.0275229357798165
"Juniper","2023-07-17",0,97,6,1,104,0,0.932692307692308,0.0576923076923077,0.00961538461538462
"Kit","2023-07-17",78,72,10,3,163,0.478527607361963,0.441717791411043,0.0613496932515337,0.0184049079754601
"Koda","2023-07-17",0,30,15,5,50,0,0.6,0.3,0.1
"Loki","2023-07-17",48,34,3,4,89,0.539325842696629,0.382022471910112,0.0337078651685393,0.0449438202247191
"Maeve","2023-07-17",0,105,0,0,105,0,1,0,0
"Marmalade","2023-07-17",35,24,2,4,65,0.538461538461538,0.369230769230769,0.0307692307692308,0.0615384615384615
"Nutmeg","2023-07-17",27,57,2,4,90,0.3,0.633333333333333,0.0222222222222222,0.0444444444444444
"Riley","2023-07-17",0,40,15,11,66,0,0.606060606060606,0.227272727272727,0.166666666666667
"River","2023-07-17",9,97,0,6,112,0.0803571428571429,0.866071428571429,0,0.0535714285714286
"Robin","2023-07-17",0,78,5,3,86,0,0.906976744186046,0.0581395348837209,0.0348837209302326
"Rocky","2023-07-17",35,44,9,1,89,0.393258426966292,0.49438202247191,0.101123595505618,0.0112359550561798
"Rory","2023-07-17",47,34,5,1,87,0.540229885057471,0.390804597701149,0.0574712643678161,0.0114942528735632
"Rowan","2023-07-17",95,17,0,4,116,0.818965517241379,0.146551724137931,0,0.0344827586206897
"Sofi","2023-07-17",13,41,3,0,57,0.228070175438596,0.719298245614035,0.0526315789473684,0
"Sparkles","2023-07-17",25,41,0,2,68,0.367647058823529,0.602941176470588,0,0.0294117647058824
"Timber","2023-07-17",78,38,7,8,131,0.595419847328244,0.290076335877863,0.0534351145038168,0.0610687022900763
"Valentine","2023-07-17",0,44,8,14,66,0,0.666666666666667,0.121212121212121,0.212121212121212
"Zeus","2023-07-17",0,133,4,0,137,0,0.970802919708029,0.0291970802919708,0
"Athena","2023-07-18",35,41,18,5,99,0.353535353535354,0.414141414141414,0.181818181818182,0.0505050505050505
"Aurora","2023-07-18",0,97,6,4,107,0,0.906542056074766,0.0560747663551402,0.0373831775700935
"Avery","2023-07-18",0,61,0,3,64,0,0.953125,0,0.046875
"Daisy","2023-07-18",0,67,6,12,85,0,0.788235294117647,0.0705882352941176,0.141176470588235
"Fauna","2023-07-18",0,37,15,4,56,0,0.660714285714286,0.267857142857143,0.0714285714285714
"Freckle","2023-07-18",0,35,0,6,41,0,0.853658536585366,0,0.146341463414634
"Iona","2023-07-18",0,0,0,11,11,0,0,0,1
"Jessie","2023-07-18",95,34,6,7,142,0.669014084507042,0.23943661971831,0.0422535211267606,0.0492957746478873
"Juniper","2023-07-18",0,63,6,9,78,0,0.807692307692308,0.0769230769230769,0.115384615384615
"Kit","2023-07-18",32,61,0,5,98,0.326530612244898,0.622448979591837,0,0.0510204081632653
"Koda","2023-07-18",0,36,0,6,42,0,0.857142857142857,0,0.142857142857143
"Loki","2023-07-18",0,63,14,3,80,0,0.7875,0.175,0.0375
"Maeve","2023-07-18",0,62,11,0,73,0,0.849315068493151,0.150684931506849,0
"Marmalade","2023-07-18",26,34,0,4,64,0.40625,0.53125,0,0.0625
"Nutmeg","2023-07-18",49,22,0,11,82,0.597560975609756,0.268292682926829,0,0.134146341463415
"Riley","2023-07-18",28,26,0,10,64,0.4375,0.40625,0,0.15625
"River","2023-07-18",0,61,4,6,71,0,0.859154929577465,0.0563380281690141,0.0845070422535211
"Robin","2023-07-18",25,71,0,7,103,0.242718446601942,0.689320388349515,0,0.0679611650485437
"Rocky","2023-07-18",85,30,0,7,122,0.69672131147541,0.245901639344262,0,0.0573770491803279
"Rory","2023-07-18",37,76,3,0,116,0.318965517241379,0.655172413793103,0.0258620689655172,0
"Rowan","2023-07-18",76,58,0,0,134,0.567164179104478,0.432835820895522,0,0
"Sofi","2023-07-18",0,28,4,4,36,0,0.777777777777778,0.111111111111111,0.111111111111111
"Sparkles","2023-07-18",28,42,4,2,76,0.368421052631579,0.552631578947368,0.0526315789473684,0.0263157894736842
"Timber","2023-07-18",27,61,0,16,104,0.259615384615385,0.586538461538462,0,0.153846153846154
"Valentine","2023-07-18",0,43,3,3,49,0,0.877551020408163,0.0612244897959184,0.0612244897959184
"Zeus","2023-07-18",62,58,13,1,134,0.462686567164179,0.432835820895522,0.0970149253731343,0.00746268656716418
"Athena","2023-07-19",15,51,15,11,92,0.16304347826087,0.554347826086957,0.16304347826087,0.119565217391304
"Aurora","2023-07-19",24,65,17,3,109,0.220183486238532,0.596330275229358,0.155963302752294,0.0275229357798165
"Avery","2023-07-19",0,83,0,1,84,0,0.988095238095238,0,0.0119047619047619
"Daisy","2023-07-19",0,120,11,2,133,0,0.902255639097744,0.0827067669172932,0.0150375939849624
"Fauna","2023-07-19",0,62,5,4,71,0,0.873239436619718,0.0704225352112676,0.0563380281690141
"Freckle","2023-07-19",10,47,0,12,69,0.144927536231884,0.681159420289855,0,0.173913043478261
"Iona","2023-07-19",0,33,0,12,45,0,0.733333333333333,0,0.266666666666667
"Jessie","2023-07-19",69,39,6,7,121,0.570247933884298,0.322314049586777,0.0495867768595041,0.0578512396694215
"Juniper","2023-07-19",44,94,6,7,151,0.291390728476821,0.622516556291391,0.0397350993377483,0.0463576158940397
"Kit","2023-07-19",0,37,7,6,50,0,0.74,0.14,0.12
"Koda","2023-07-19",0,22,18,3,43,0,0.511627906976744,0.418604651162791,0.0697674418604651
