"id","date","dist_release"
"Valentine",2023-02-02,1300.83440653803
"Marmalade",2023-02-02,466.97179162319
"Nutmeg",2023-02-02,1304.0717218232
"Aurora",2023-02-03,1287.50875729425
"Briar",2023-02-03,1283.49124117062
"Brook",2023-02-03,1291.84441637746
"Clover",2023-02-03,419.138214759762
"Iona",2023-02-03,249.018208799891
"Koda",2023-02-03,753.560148837795
"Prem",2023-02-03,753.236133884016
"Robin",2023-02-03,1281.64959045563
"Rove",2023-02-03,252.337451194375
"Sage",2023-02-03,759.996083345927
"Valentine",2023-02-03,1293.5568635133
"Marmalade",2023-02-03,412.553299405732
"Nutmeg",2023-02-03,1290.78762490184
"Aurora",2023-02-04,1290.91458725659
"Briar",2023-02-04,1294.85895593162
"Brook",2023-02-04,1295.95470604724
"Clover",2023-02-04,417.827106389372
"Iona",2023-02-04,254.936417335197
"Koda",2023-02-04,755.520610975466
"Prem",2023-02-04,757.721908009756
"Robin",2023-02-04,1289.27254421026
"Rove",2023-02-04,255.575368459936
"Sage",2023-02-04,754.140433043388
"Valentine",2023-02-04,1296.00259219989
"Marmalade",2023-02-04,417.710119126881
"Nutmeg",2023-02-04,1294.09055610277
"Aurora",2023-02-05,1300.51232344737
"Briar",2023-02-05,1299.70065258885
"Brook",2023-02-05,1300.91603755949
"Clover",2023-02-05,419.542317065943
